order_id,order_date,customer_id,customer_name,region,city,product_id,product_name,category,price,quantity,discount,payment_method,order_status
O20097,2024-02-17,C324,"Terri Phillips",South,Bangalore,P4742,"Headphones ",Electronics,77134,0,5.0,COD,"Completed"
O10550,2024-04-05,C475,"Alexa Hayes",North," Delhi",P4872,headphones,Electronics,32772,3,20.0,UPI,"Completed"
O17822,2024-04-04,C131,"Joel Moreno",South,hyderabad,P1967,Jeans,Fashion,4882,2,15.0,UPI,"Returned"
O20792,2024-02-19,C351,"Jeffrey Harris",East,Delhi,P2544,LAPTOP,Electronics,68333,4,20.0,COD,"Returned"
O20316,2024-11-14,C106,"Calvin Fritz",North,CHENNAI,P6154,monitor,Electronics,45667,2,5.0,UPI,"Returned"
O10065,2024-02-09,C152,"Ann Curry",North," Bangalore",P1330," Lamp",Home,950,5,20.0,UPI,"Cancelled"
O15171,2024-04-17,C154,"Lisa Johnson",West,,P6586,JEANS,Fashion,3121,3,15.0,UPI,"Cancelled"
O16946,2024-09-16,C305,"Matthew Rodriguez",West,chennai,P6895,monitor,Electronics,56994,1,15.0,Card,"Returned"
O17472,2024-08-29,C176,"James Crawford",North," Chennai ",P8809,LAMP,Home,358,5,15.0,COD,"Completed"
O17284,2024-06-26,C134,"Christopher Brandt",South," Hyderabad",P6185," T-Shirt ",Fashion,2936,5,10.0,COD,"Returned"
O14037,2024-09-26,C134,"Jasmine Swanson",South,HYDERABAD,P1355," Table",Home,3639,1,10.0,UPI,"Returned"
O14513,2024-02-06,C368,"Brendan Price",North,delhi,P3782," T-Shirt",Fashion,3916,5,5.0,COD,"Cancelled"
O10693,2024-08-23,C338,"Cynthia Crawford",North,Chennai,P2178,Jeans,Fashion,2280,4,15.0,UPI,"Completed"
O19986,2024-05-02,C448,"Michael Maldonado",South," Kolkata",P5492," Monitor",Electronics,77253,3,0.0,UPI,"Returned"
O14103,2024-03-14,C117,"BRIAN BEARD",North,"Mumbai ",P4383,Table,Home,7842,5,10.0,Card,"Completed"
O11527,2024-10-10,C137,"Michael Durham",North," Delhi",P5153,"Jeans ",Fashion,3654,4,15.0,UPI,"Returned"
O14136,2024-11-10,C227,"Courtney Smith",West,delhi,P3918,T-shirt,Fashion,1042,55,20.0,COD,"Completed"
O21651,2024-10-18,C386,"CHAD REED",South,"Mumbai ",P6367,LAPTOP,Electronics,57198,3,0.0,UPI,"Returned"
O14814,2024-02-09,C330,"  Brian Cochran  ",West,BANGALORE,P3182,"Lamp ",Home,9843,1,0.0,COD,"Cancelled"
O18499,2024-03-09,C346,"Erin Livingston",West,delhi,P7621," Jeans",Fashion,2041,1,5.0,Card,"Cancelled"
O17592,2024-02-11,C492,"julie pacheco",South,mumbai,P2613,Laptop,Electronics,28403,5,0.0,Card,"Returned"
O15000,2024-11-13,C231,"Erika Montgomery",South,MUMBAI,P2203," Table ",Home,1506,3,20.0,UPI,"Returned"
O14334,2024-07-29,C295,"Gregory Sanders",South,HYDERABAD,P6888,T-SHIRT,Fashion,2070,5,15.0,UPI,"Cancelled"
O10754,2024-09-16,C148,"Jonathan Campbell",North," Bangalore",P4721,JACKET,Fashion,2786,4,,Card,"Returned"
O20704,2024-03-17,C494,"Amy Copeland",North,kolkata,P4746,"Shoes ",Fashion,1017,4,15.0,Card,"Cancelled"
O15793,2024-03-06,C410,"Alexander Tucker",North," Hyderabad ",P9394," Chair",Home,3349,3,5.0,Card,"Cancelled"
O18010,2024-11-23,C155,"  Patrick Manning  ",North,CHENNAI,P9919,T-shirt,Fashion,643,2,20.0,UPI,"Completed"
O21192,2024-07-13,C231,"Victoria Thomas",West," Hyderabad ",P6509," Jeans",Fashion,2813,3,15.0,UPI,"Completed"
O16523,2024-06-03,C381,"Denise Aguilar",South,CHENNAI,P7924,"Jacket ",Fashion,788,2,,UPI,"Completed"
O13466,2024-12-05,C448,"Dennis Dennis",North,Hyderabad,P1204," Monitor",Electronics,78069,1,5.0,Card,"Returned"
O21376,2024-02-03,C492,"Patrick Smith",West,chennai,P7282,"T-Shirt ",Fashion,3872,5,0.0,COD,"Cancelled"
O15719,2024-02-13,C351,"JERRY WHITE",North,"Kolkata ",P6561,"Jeans ",Fashion,2339,3,20.0,Card,"Completed"
O12213,2024-07-24,C456,"Savannah Hanson MD",West," Delhi ",P1752," Headphones ",Electronics,68354,1,0.0,UPI,"Completed"
O14493,2024-04-13,C240,"Dr. Kimberly Daniels",North,"Kolkata ",P1738,MONITOR,Electronics,23925,5,10.0,UPI,"Completed"
O18418,2024-05-12,C496,"Susan Whitehead",North,KOLKATA,P3899,T-SHIRT,Fashion,4326,1,0.0,UPI,"Cancelled"
O11094,2024-07-24,C243,"blake salas",North,chennai,P1267,Chair,Home,6036,5,20.0,Card,"Returned"
O19665,2024-06-08,C386,"Jason Taylor",East," Chennai",P8057,"Sofa ",Home,3964,2,5.0,UPI,"Completed"
O14222,2024-11-19,C327,"Anthony Carr",North,MUMBAI,P8605," Phone",Electronics,65431,1,15.0,UPI,"Cancelled"
O14753,2024-06-09,C278,"Ryan Weber",North," Kolkata ",P7021," Table",Home,1019,0,15.0,Card,"Cancelled"
O10184,2024-06-04,C390,"Ryan Gilmore",North,delhi,P8660,T-shirt,Fashion,2687,2,15.0,COD,"Returned"
O18655,2024-01-31,C266,"billy lopez",North," Bangalore",P3690,Jeans,Fashion,1177,4,10.0,UPI,"Completed"
O11489,2024-06-18,C324,"theodore martin",North," Kolkata ",P8677," Lamp",Home,3271,3,15.0,UPI,"Completed"
O16446,2024-04-16,C312,"  David Deleon DDS  ",North,,P9364,TABLE,Home,6975,4,20.0,Card,"Completed"
O21618,2024-02-10,C208,"NICOLE HANSON",South,kolkata,P5647,"Monitor ",Electronics,71679,1,,Card,"Completed"
O15442,2024-11-12,C143,"Daniel Gordon",East,"Mumbai ",P3736," Jacket ",Fashion,3772,4,0.0,Card,"Completed"
O15416,2024-07-14,C114,"krista brown",South,"Chennai ",P5538,MONITOR,Electronics,19492,4,5.0,Card,"Returned"
O19138,2024-02-18,C140,"Jennifer Keith",East,chennai,P3130,TABLE,Home,6215,2,20.0,COD,"Cancelled"
O11578,2024-10-16,C125,"Jennifer Kim",West,Bangalore,P7974,jacket,Fashion,2689,1,,UPI,"Cancelled"
O21447,2024-08-16,C447,"Aaron Washington",West," Bangalore ",P9851," Jacket ",Fashion,2275,2,20.0,COD,"Returned"
O12032,2024-05-14,C215,"MICHELLE JOHNSON",West,CHENNAI,P8577,Jeans,Fashion,2056,1,20.0,Card,"Cancelled"
O16625,2024-01-05,C222,"Carla Patel",North,CHENNAI,P7805," Sofa",Home,977,3,0.0,Card,"Cancelled"
O13213,2024-03-16,C373,"Karen Price",North,chennai,P2686,"Chair ",Home,7675,4,5.0,COD,"Cancelled"
O20836,2024-02-23,C173,"KATHLEEN BAUTISTA",West,"Mumbai ",P3689,PHONE,Electronics,54427,2,,COD,"Completed"
O16125,2024-06-23,C276,"Philip White",South," Bangalore ",P2863," Jacket ",Fashion,4869,2,20.0,COD,"Returned"
O19940,2024-03-11,C395,"Erika Nolan",North,,P3035,Jacket,Fashion,1766,3,5.0,Card,"Returned"
O16185,2024-03-10,C161,"Robert Rodriguez",West,"Bangalore ",P5399,"Lamp ",Home,8916,1,0.0,COD,"Cancelled"
O18590,2024-02-06,C133,"derek colon",East,Chennai,P9621,Laptop,Electronics,70854,2,15.0,COD,"Returned"
O12872,2024-07-05,C114,"Edward Fitzpatrick",North,KOLKATA,P4874,table,Home,1872,4,15.0,COD,"Cancelled"
O13420,2024-05-30,C216,"Arthur Perkins",South,"Mumbai ",P5425," Chair",Home,2704,2,10.0,Card,"Returned"
O19609,2024-07-25,C226,"Donna Lawson",West,Mumbai,P9473," Shoes",Fashion,3152,5,0.0,UPI,"Completed"
O16754,2024-03-15,C386,"Gina Phillips",North,hyderabad,P3700," Table",Home,9437,1,10.0,COD,"Completed"
O20627,2024-08-09,C410,,North," Kolkata",P2569," Shoes",Fashion,4176,3,15.0,Card,"Returned"
O12133,2024-12-18,C129,"Jennifer Hart",North,CHENNAI,P6148,CHAIR,Home,5278,4,20.0,Card,"Completed"
O19094,2024-03-10,C432,"Natalie Mcdonald",North," Bangalore ",P1000," Headphones ",Fashion,24221,1,20.0,UPI,"Returned"
O12633,2024-05-13,C180,"Devin Pierce",South,,P9002,sofa,Home,3354,3,5.0,Card,"Returned"
O15717,2024-07-20,C241,"Catherine Meyer",South,"Hyderabad ",P4053,"Jeans ",Fashion,4779,5,0.0,UPI,"Completed"
O17294,2024-08-10,C198,"Joshua West",East," Mumbai ",P3550," Phone ",Electronics,6447,3,10.0,COD,"Returned"
O17760,2024-11-21,C495,"sandra ruiz",South," Chennai ",P8788,Table,Home,1094,1,10.0,COD,"Returned"
O14245,2024-04-07,C245,"Richard Jordan",West,"Chennai ",P6703," Monitor",Electronics,53823,3,20.0,COD,"Returned"
O18530,2024-05-04,C364,,South,Kolkata,P9419,phone,Electronics,47713,2,10.0,UPI,"Returned"
O12194,2024-11-07,C274,"daniel parker",West," Delhi",P1293,shoes,Fashion,4425,4,0.0,COD,"Cancelled"
O16880,2024-02-29,C484,"Carla Harris",East,"Mumbai ",P6499,Shoes,Fashion,883,2,0.0,COD,"Completed"
O12957,2024-01-10,C193,"Daniel Camacho MD",West,Hyderabad,P1140," Headphones",Electronics,70572,3,15.0,Card,"Completed"
O13450,2024-07-18,C496,"Brenda Walters",East,"Kolkata ",P7011," Phone",Electronics,44611,5,5.0,COD,"Cancelled"
O20789,2024-11-27,C408,"Stephanie Davis",North,,P5842," Monitor",Electronics,52513,2,10.0,UPI,"Completed"
O13491,2024-02-21,C300,"Ashley Wilson",East," Chennai",P5882," Jeans",Fashion,2931,5,0.0,UPI,"Returned"
O13772,2024-11-20,C239,"Angela Martinez",East,hyderabad,P2439,lamp,Home,1143,2,10.0,UPI,"Cancelled"
O19713,2024-05-07,C241,"Melissa Werner",West,Chennai,P3662," Shoes",Fashion,727,2,0.0,COD,"Completed"
O21848,2024-07-06,C185,"Sara Thomas",North,,P4260,laptop,Electronics,36045,4,20.0,COD,"Cancelled"
O11257,2024-12-06,C458,"Richard Hanna",West,mumbai,P6073," Headphones ",Electronics,17551,4,,Card,"Cancelled"
O14798,2024-08-15,C350,,West,Bangalore,P7451," Chair",Home,1145,2,5.0,COD,"Completed"
O10281,2024-10-07,C308,"Julie Henson",North,"Mumbai ",P4312,"Phone ",Fashion,13140,3,20.0,COD,"Returned"
O21402,2024-12-16,C377,,North,Delhi,P6137,"Lamp ",Home,5351,1,0.0,Card,"Returned"
O13091,2024-11-27,C164,"Sara Lyons",East,kolkata,P7124,LAPTOP,Electronics,52116,5,20.0,COD,"Returned"
O16264,2024-08-13,C301,"Anthony Johnson",South," Delhi ",P7245,TABLE,Home,8537,4,0.0,COD,"Returned"
O18583,2024-03-16,C113,"Elizabeth Scott",West,hyderabad,P2447,T-shirt,Fashion,2173,5,10.0,COD,"Cancelled"
O20466,2024-05-17,C268,"Eric David",West,KOLKATA,P4124,JEANS,Fashion,2431,3,5.0,Card,"Completed"
O17380,2024-07-30,C408,"Sean Farmer",South,"Chennai ",P1216,Jacket,Fashion,3493,2,10.0,UPI,"Returned"
O11455,2024-04-24,C498,"ERIC MURRAY",South," Kolkata",P9922,headphones,Electronics,71004,1,20.0,COD,"Returned"
O19652,2024-09-19,C321,"Russell Morales",North," Mumbai ",P2355," Chair",Home,1983,4,15.0,COD,"Returned"
O21462,2024-09-03,C140,"  Billy Shaw  ",South," Mumbai",P3341,"Jacket ",Fashion,4047,3,20.0,Card,"Completed"
O21473,2024-01-27,C459,"  Jason Franklin  ",North,"Chennai ",P9090," Shoes ",Fashion,1188,2,,Card,"Cancelled"
O20222,2024-09-26,C326,"Jamie Dominguez",North,mumbai,P2699,Phone,Electronics,79574,1,10.0,Card,"Cancelled"
O21902,2024-10-31,C231,"Aaron Lester",South,MUMBAI,P6435,SHOES,Fashion,4048,1,10.0,COD,"Completed"
O17177,2024-12-05,C355,"Jonathan Kennedy",South,"Kolkata ",P8259,T-SHIRT,Home,3700,5,0.0,COD,"Cancelled"
O11306,2024-08-12,C142,"Ruben Torres",East,Hyderabad,P7553,Shoes,Fashion,2122,1,20.0,UPI,"Returned"
O20588,2024-07-03,C340,"danielle taylor",East,"Kolkata ",P5655," T-Shirt ",Fashion,3695,1,,COD,"Returned"
O19395,2024-06-19,C447,"JONATHAN THOMAS",West,BANGALORE,P5770,TABLE,Home,6635,1,0.0,UPI,"Completed"
O10047,2024-03-14,C328,"Cody King",South," Mumbai ",P6464," Jeans",Fashion,3157,2,20.0,COD,"Returned"
O18934,2024-05-25,C372,"Linda Herring",North," Kolkata ",P1241,Jeans,Fashion,1154,3,-10.0,COD,"Completed"
O18274,2024-11-25,C460,"Roy Frederick",North,hyderabad,P7160,LAMP,Home,6331,4,5.0,COD,"Returned"
O21434,2024-06-17,C484,"Pamela Roth",North,"Delhi ",P7638," Chair ",Home,6403,4,0.0,COD,"Completed"
O20800,2024-03-09,C233,"Kyle Frye",North," Bangalore",P8317,Lamp,Home,2953,4,15.0,UPI,"Completed"
O11578,2024-08-27,C140,"bobby schultz",West,"Mumbai ",P8061,jeans,Fashion,1456,4,20.0,Card,"Returned"
O17762,2024-03-09,C407,"Jessica Reynolds",South,DELHI,P1401," Chair ",Home,1706,4,0.0,UPI,"Cancelled"
O18733,2024-12-03,C340,"Geoffrey Hunter",West,hyderabad,P2325,LAMP,Home,6201,3,5.0,Card,"Completed"
O13508,2024-03-28,C394,"Brian Thompson",West," Mumbai",P6561,"Sofa ",Home,5439,2,5.0,Card,"Returned"
O10352,2024-04-06,C389,"Matthew Perry",North,DELHI,P9446,JACKET,Fashion,619,4,20.0,Card,"Returned"
O13077,2024-03-14,C412,"Yolanda Hawkins",North,"Hyderabad ",P7896,laptop,Fashion,43836,4,10.0,COD,"Returned"
O14517,2024-09-26,C393,"ERIC BURKE",North," Hyderabad ",P2386," Table ",Home,8623,1,10.0,Card,"Returned"
O12900,2024-09-18,C350,"angela krueger",North,HYDERABAD,P4710,headphones,Electronics,45963,1,15.0,UPI,"Cancelled"
O12703,2024-06-30,C386,"Kathryn Hatfield",North,CHENNAI,P6033," Lamp ",Home,6515,4,15.0,COD,"Cancelled"
O15055,2024-06-28,C174,"Robert Wood",North,bangalore,P8327,"Phone ",Electronics,35304,1,-10.0,Card,"Completed"
O20409,2024-04-13,C196,"Chelsea Galvan",North,"Hyderabad ",P2027," Laptop",Electronics,73795,1,0.0,Card,"Cancelled"
O15190,2024-04-08,C477,"James Gonzalez",East,Hyderabad,P8010,JACKET,Fashion,1213,4,10.0,COD,"Cancelled"
O20747,2024-10-12,C419,"ROBERT REYES",South,Chennai,P2668,jacket,Fashion,2704,1,20.0,Card,"Cancelled"
O14755,2024-01-20,C413,"Nicole Moreno",South,"Delhi ",P6721," Lamp ",Home,682,1,20.0,Card,"Completed"
O12338,2024-03-18,C457,"Lacey Elliott",South,HYDERABAD,P6796,laptop,Electronics,13889,1,20.0,Card,"Cancelled"
O12224,2024-08-31,C347,"michael thompson",North,Delhi,P8719," Phone ",Electronics,36822,1,15.0,UPI,"Cancelled"
O16844,2024-07-12,C355,"Noah Patton",North," Bangalore",P4906,Jeans,Fashion,1503,3,15.0,UPI,"Completed"
O16582,2024-03-27,C421,"mr. steven saunders",East,"Chennai ",P6767," Monitor ",Electronics,51808,4,20.0,UPI,"Returned"
O19903,2024-11-07,C417,"  Brenda Powell  ",South," Hyderabad ",P8479,MONITOR,Fashion,53778,1,20.0,COD,"Returned"
O21097,2024-06-21,C485,"Ashley Herrera",East,HYDERABAD,P7387,Laptop,Electronics,79905,3,10.0,UPI,"Returned"
O13143,2024-02-03,C206,"Emily Fowler",North,"Bangalore ",P5225,"Sofa ",Home,3382,2,15.0,COD,"Completed"
O15393,2024-04-30,C110,"Ms. Crystal Lynch MD",South,MUMBAI,P5504," Table ",Home,1554,157,,UPI,"Completed"
O12454,2024-11-03,C130,"michael thompson",North,BANGALORE,P8998," Chair",Home,1812,2,10.0,COD,"Completed"
O11925,2024-10-09,C126,"NANCY ERICKSON",North,chennai,P9290,Lamp,Home,2616,5,0.0,UPI,"Cancelled"
O15131,2024-03-26,C116,"Kelsey Griffin",South,,P9403," Shoes ",Fashion,3954,4,10.0,COD,"Cancelled"
O12324,2024-10-23,C175,"chad cunningham",East," Hyderabad ",P9249,PHONE,Electronics,71700,3,15.0,COD,"Completed"
O14677,2024-10-09,C477,"bradley davis",North,Chennai,P5674,T-SHIRT,Electronics,2283,2,5.0,Card,"Cancelled"
O21343,2024-02-10,C286,"Gilbert Maxwell",North," Delhi ",P5298,"Sofa ",Home,1818,2,20.0,UPI,"Completed"
O19874,2024-04-02,C365,"Paul Collins",West,"Delhi ",P7179," Table ",Home,3964,1,,Card,"Returned"
O13470,2024-05-23,C223,"MASON BROWN",South,Kolkata,P7544," Jacket ",Fashion,4638,3,5.0,UPI,"Returned"
O12738,2024-11-18,C400,"  Lindsey Jordan  ",West," Hyderabad ",P9736," Phone ",Electronics,41981,4,10.0,UPI,"Completed"
O21878,2024-04-11,C344,"Jane Richards",North,Kolkata,P8153,chair,Home,3212,1,20.0,COD,"Cancelled"
O16851,2024-07-01,C267,"kenneth graham",South,Hyderabad,P5326," Lamp",Home,5107,4,5.0,Card,"Cancelled"
O18843,2024-04-07,C275,"Mr. Paul Briggs MD",West,"Hyderabad ",P5191,Chair,Home,5822,1,20.0,COD,"Cancelled"
O19562,2024-07-24,C448,"Dwayne Ramirez",East," Chennai ",P9110," Table",Home,3042,1,0.0,UPI,"Completed"
O21759,2024-11-18,C308,"  Andrea Wolf  ",North," Delhi",P1933," Shoes ",Electronics,3635,3,5.0,UPI,"Completed"
O17096,2024-10-13,C447,"Gabrielle Walker",South,"Delhi ",P6862,PHONE,Electronics,67003,5,10.0,COD,"Cancelled"
O13866,2024-01-19,C246,"Patricia Ingram",East,BANGALORE,P1306," Shoes ",Fashion,4624,2,20.0,COD,"Cancelled"
O10848,2024-03-28,C396,"Daisy Mills",North," Chennai",P8315," T-Shirt ",Fashion,849,3,5.0,Card,"Cancelled"
O19042,2024-09-06,C411,"  Tara White  ",East,Bangalore,P1110,table,Home,5850,4,15.0,UPI,"Cancelled"
O11511,2024-04-24,C248,"Kimberly Davenport",North,"Mumbai ",P1322,laptop,Electronics,6606,2,0.0,UPI,"Returned"
O11041,2024-05-22,C164,"Mary Francis",North,kolkata,P9229,lamp,Home,3794,2,5.0,Card,"Returned"
O17911,2024-01-29,C497,"Bianca Davenport",East,hyderabad,P8308," Headphones",Electronics,30945,5,10.0,COD,"Returned"
O10512,2024-10-29,C176,"Antonio Newman",West,KOLKATA,P3175," Headphones ",Electronics,35041,5,5.0,Card,"Cancelled"
O16752,2024-08-18,C206,"  Michelle Ortiz  ",North,Delhi,P8869,"Sofa ",Home,8405,5,10.0,COD,"Completed"
O11983,2024-03-23,C304,,West,hyderabad,P8365,JACKET,Fashion,736,2,20.0,Card,"Completed"
O11195,2024-03-09,C182,"Kelly Reyes",East,MUMBAI,P4850,JACKET,Fashion,959,1,5.0,UPI,"Returned"
O14138,2024-03-10,C462,"Luke Johnson",North,"Mumbai ",P8184,"Monitor ",Electronics,41124,1,20.0,Card,"Completed"
O12578,2024-04-12,C437,"David Diaz",North,"Chennai ",P9546,"Shoes ",Fashion,2544,3,20.0,UPI,"Returned"
O14743,2024-08-30,C320,"Jared Hopkins",North," Hyderabad",P8851,"Headphones ",Electronics,52060,1,15.0,Card,"Completed"
O16948,2024-12-08,C318,"  Sierra Carr  ",North,Chennai,P5443,"Table ",Home,7597,4,,UPI,"Cancelled"
O20550,2024-02-22,C294,"Manuel Howell",North," Delhi",P8753,T-shirt,Fashion,2084,5,5.0,UPI,"Completed"
O13426,2024-01-02,C212,"Brandi Kennedy",West,"Hyderabad ",P7117," Headphones",Electronics,53467,3,10.0,COD,"Returned"
O21309,2024-01-15,C456,"Justin Jones",North,"Mumbai ",P9275,jacket,Fashion,1393,3,15.0,UPI,"Returned"
O17671,2024-09-16,C436,"Caitlin Miles",East," Bangalore ",P5818,monitor,Electronics,11791,0,5.0,Card,"Cancelled"
O18096,2024-11-23,C236,"James Carson",West,"Chennai ",P2804,Headphones,Electronics,73030,2,5.0,COD,"Returned"
O13867,2024-12-01,C494,"Michelle Santana",South," Kolkata ",P4544,T-SHIRT,Fashion,4320,2,5.0,Card,"Returned"
O16036,2024-11-16,C234,"KELLI NELSON",West,"Hyderabad ",P5386," Lamp",Home,3523,4,10.0,UPI,"Completed"
O20736,2024-07-15,C105,"shannon miller",East," Bangalore ",P6641,"Monitor ",Electronics,32137,5,15.0,Card,"Cancelled"
O10079,2024-10-19,C254,"donald ramirez",North," Hyderabad",P7600,T-shirt,Fashion,2668,2,10.0,COD,"Cancelled"
O11566,2024-08-14,C109,"Donald Murray",North,delhi,P9194,Lamp,Home,8428,4,10.0,UPI,"Returned"
O21829,2024-08-21,C175,"Gary Jimenez",East,mumbai,P8240,table,Home,465132,5,5.0,UPI,"Returned"
O19449,2024-10-07,C282,"Amy Carney",South," Delhi",P1319,Phone,Electronics,20863,1,10.0,COD,"Completed"
O18675,2024-01-08,C174,"Jordan Wright",South,mumbai,P8386,shoes,Fashion,577,2,10.0,COD,"Cancelled"
O19901,2024-09-22,C372,"Alexandria Sellers",West,Mumbai,P5665,"Jeans ",Fashion,1135,4,5.0,Card,"Cancelled"
O12945,2024-10-01,C118,"Lindsey Mcdonald",North,"Mumbai ",P6958,Chair,Electronics,9909,1,-10.0,COD,"Returned"
O16709,2024-04-07,C260,"Rodney Miranda",North,"Chennai ",P1848," Jeans ",Fashion,3865,5,5.0,Card,"Cancelled"
O17944,2024-09-13,C362,"Adam Simpson",North," Delhi",P8809," Jacket",Fashion,535,1,5.0,Card,"Completed"
O17150,2024-01-02,C137,"Jennifer Leach",South,DELHI,P2009,Laptop,Electronics,57244,3,15.0,Card,"Returned"
O14436,2024-08-12,C461,"Natasha Roberts",South," Bangalore ",P2962,"Table ",Home,6885,4,20.0,COD,"Cancelled"
O12661,2024-04-04,C114,"Colin Gaines",South,mumbai,P5729,headphones,Electronics,35403,3,15.0,UPI,"Returned"
O11050,2024-04-01,C457,"nichole miller",North," Hyderabad ",P6220,Table,Home,8376,3,10.0,Card,"Cancelled"
O15297,2024-04-10,C468,"Cheryl Evans",North," Hyderabad ",P7466,Table,Fashion,6367,2,15.0,Card,"Returned"
O11390,2024-06-25,C382,,North,mumbai,P6193," Lamp",Home,8890,3,,Card,"Returned"
O16483,2024-07-21,C222,"Anthony Moore",North," Bangalore",P7469,SHOES,Fashion,1523,4,5.0,UPI,"Returned"
O10516,2024-04-16,C237,"Lacey Woods",East,Hyderabad,P6955," Chair ",Electronics,9086,4,10.0,COD,"Returned"
O16516,2024-03-27,C392,"Melissa Mitchell",East,"Delhi ",P2983," Jeans ",Fashion,4630,5,15.0,Card,"Returned"
O20139,2024-07-30,C366,"Rebecca Hodges",West,Delhi,P1676," Phone",Electronics,14251,5,0.0,COD,"Cancelled"
O16333,2024-03-03,C107,"jacqueline li",North,"Delhi ",P3543," Table",Home,4165,3,0.0,Card,"Returned"
O10678,2024-04-10,C324,,North,CHENNAI,P9480," Headphones",Electronics,27185,4,0.0,COD,"Completed"
O10419,2024-01-12,C367,"Charles Rhodes",East," Bangalore ",P2404,MONITOR,Electronics,9699,1,10.0,Card,"Cancelled"
O15680,2024-02-13,C172,"David Jones",West," Chennai ",P1910,Lamp,Home,4975,4,,Card,"Cancelled"
O17305,2024-10-20,C417,"Rachel Jordan",South,bangalore,P2568,T-shirt,Fashion,4669,1,20.0,UPI,"Completed"
O10184,2024-02-14,C310,"Matthew Santiago",South,Delhi,P1463," T-Shirt ",Fashion,3717,4,20.0,UPI,"Returned"
O12892,2024-07-01,C310,"Sara Peterson",South," Delhi",P2608,laptop,Electronics,44466,3,15.0,Card,"Returned"
O13383,2024-02-05,C305,"  Sean Davenport  ",North," Bangalore ",P2722,LAPTOP,Electronics,37081,4,20.0,Card,"Returned"
O20287,2024-03-24,C382,"DANIELLE HENRY",North,MUMBAI,P9915," Jacket",Fashion,740,5,15.0,Card,"Cancelled"
O19652,2024-01-06,C262,"BRANDON MOORE",West,BANGALORE,P6272,Headphones,Electronics,31322,3,0.0,COD,"Cancelled"
O21743,2024-04-03,C354,,West,Bangalore,P3308," Headphones",Electronics,36404,1,5.0,UPI,"Cancelled"
O16478,2024-08-12,C254,"terri mcgrath",North," Bangalore ",P7940,t-shirt,Fashion,4023,1,5.0,UPI,"Cancelled"
O19042,2024-02-25,C324,"ALEXANDRIA JAMES",East,chennai,P7426,Lamp,Home,4168,3,0.0,COD,"Cancelled"
O12281,2024-09-08,C329,"Danny Walters",South,Kolkata,P4499,Lamp,Home,2984,3,20.0,UPI,"Returned"
O20486,2024-03-01,C475,"Robert Anderson",South," Delhi ",P2049,JACKET,Fashion,640,4,15.0,Card,"Cancelled"
O16228,2024-02-14,C159,"William Barry",East,DELHI,P3592,chair,Home,5620,1,20.0,COD,"Completed"
O14034,2024-08-22,C451,"Kristine Rodgers",South,,P8751,Phone,Electronics,29875,3,0.0,COD,"Returned"
O19292,2024-05-25,C467,"Candace Page",South,bangalore,P3836,"T-Shirt ",Fashion,3837,1,20.0,UPI,"Cancelled"
O11728,2024-12-26,C297,"Steven Coleman",North," Mumbai",P2301,"Monitor ",Electronics,52001,4,15.0,Card,"Completed"
O12598,2024-04-01,C147,"Kevin Snow",West," Hyderabad ",P8033," Monitor ",Electronics,63639,1,0.0,UPI,"Completed"
O16021,2024-01-01,C449,"Lance Douglas",East,Chennai,P3077,"Headphones ",Electronics,33500,1,,UPI,"Cancelled"
O11321,2024-02-04,C458,"Dr. Rick Brown PhD",North," Delhi ",P8537,shoes,Fashion,3041,2,20.0,Card,"Cancelled"
O15692,2024-02-01,C162,"Joseph Casey",West,Mumbai,P8772,"Laptop ",Electronics,50988,4,0.0,UPI,"Completed"
O11029,2024-04-06,C436,"David Brady",East,"Kolkata ",P6259," Jacket ",Fashion,4665,3,5.0,UPI,"Returned"
O14508,2024-04-03,C176,"PHILLIP HENSON",South,delhi,P7693,Sofa,Home,9801,3,15.0,Card,"Completed"
O17642,2024-05-23,C262,"Ann Petty",South," Hyderabad",P6655,T-shirt,Fashion,3797,2,5.0,UPI,"Cancelled"
O21979,2024-04-17,C226,"Courtney Green",West,DELHI,P8509,Jeans,Fashion,4066,5,0.0,Card,"Returned"
O10777,2024-06-19,C452,"Brittany Tucker",North,,P7133," Table ",Home,3361,4,5.0,Card,"Cancelled"
O11401,2024-06-03,C283,"Teresa Robertson",South,KOLKATA,P8381,jacket,Fashion,2363,5,0.0,COD,"Completed"
O16547,2024-07-19,C446,"April Sullivan",South,bangalore,P2308,"Jacket ",Fashion,3660,4,15.0,UPI,"Returned"
O14495,2024-03-15,C394,"John Rodriguez",North,Kolkata,P3543," Monitor",Electronics,62353,5,15.0,COD,"Completed"
O19548,2024-11-10,C456,"Darrell Ray",West," Hyderabad",P5948,LAMP,Home,4572,2,10.0,Card,"Cancelled"
O10442,2024-02-27,C276,"Ronald Mendez",North," Kolkata ",P7811,SHOES,Fashion,4723,4,5.0,UPI,"Returned"
O16851,2024-01-16,C334,"  Billy Macdonald  ",East,"Kolkata ",P5899,jeans,Fashion,1822,1,15.0,UPI,"Cancelled"
O21354,2024-12-19,C130,,North,Chennai,P7357," Headphones",Electronics,31246,4,15.0,Card,"Cancelled"
O18661,2024-12-20,C142,"steven robinson",West,Delhi,P2566,"Sofa ",Home,7422,3,10.0,Card,"Completed"
O13511,2024-03-02,C418,"JOSHUA NELSON",North," Kolkata",P1180,JACKET,Fashion,2310,3,0.0,COD,"Completed"
